"inventory","year","listings","city","median"
8.3,2001,3523,"El Paso",86400
8.2,2001,3514,"El Paso",85600
8.1,2001,3482,"El Paso",99400
8.1,2001,3514,"El Paso",88500
8.2,2001,3515,"El Paso",90600
8.2,2001,3515,"El Paso",87900
7.7,2001,3352,"El Paso",86600
7.5,2001,3213,"El Paso",84500
7.1,2001,2979,"El Paso",83100
7.3,2002,3117,"El Paso",84700
7.2,2002,3070,"El Paso",86600
7.3,2002,3127,"El Paso",87900
7,2002,3107,"El Paso",82300
7.1,2002,3114,"El Paso",87900
7.4,2002,3187,"El Paso",93400
7.5,2002,3236,"El Paso",92400
7.5,2002,3288,"El Paso",88500
7.5,2002,3284,"El Paso",88400
7.3,2002,3289,"El Paso",94800
6.8,2002,3072,"El Paso",90400
6.3,2002,2853,"El Paso",88700
6.6,2003,2991,"El Paso",88600
6.8,2003,3063,"El Paso",89900
7.1,2003,3289,"El Paso",86100
7.2,2003,3282,"El Paso",88100
6.4,2003,3004,"El Paso",89000
6.5,2003,3108,"El Paso",1e+05
6.7,2003,3228,"El Paso",96900
6.6,2003,3233,"El Paso",95700
6.6,2003,3291,"El Paso",92600
6.5,2003,3242,"El Paso",92100
6.3,2003,3173,"El Paso",92200
5.6,2003,2929,"El Paso",97800
5.8,2004,3028,"El Paso",93500
6,2004,3162,"El Paso",89600
6.2,2004,3288,"El Paso",89000
6.2,2004,3320,"El Paso",89900
6.1,2004,3271,"El Paso",97500
3.6,2006,1769,"El Paso",129900
4.3,2006,2178,"El Paso",129600
4.3,2006,2300,"El Paso",129500
4.6,2006,2578,"El Paso",127000
4.5,2006,2548,"El Paso",131000
4.7,2006,2711,"El Paso",131400
4.4,2006,2554,"El Paso",133800
4.3,2007,2554,"El Paso",124800
4.7,2007,2787,"El Paso",124000
2.2,2007,1272,"El Paso",129200
5.4,2007,3241,"El Paso",128100
5.2,2007,3159,"El Paso",130200
6,2007,3589,"El Paso",138900
6.4,2007,3791,"El Paso",134200
6.7,2007,3874,"El Paso",138900
7.2,2007,4024,"El Paso",136000
7.9,2007,4337,"El Paso",130900
8,2007,4292,"El Paso",133600
8.9,2007,4625,"El Paso",133500
8.5,2008,4254,"El Paso",133200
9,2008,4374,"El Paso",133800
10,2008,4714,"El Paso",128700
10.9,2008,4840,"El Paso",126700
12.1,2008,5155,"El Paso",137800
12.4,2008,5127,"El Paso",142800
12.3,2008,5012,"El Paso",138500
12.7,2008,5085,"El Paso",133300
12.7,2008,5096,"El Paso",134300
12.6,2008,5040,"El Paso",130500
12,2008,4773,"El Paso",132800
11.2,2008,4454,"El Paso",136300
11.3,2009,4499,"El Paso",126900
11.4,2009,4530,"El Paso",130900
11.5,2009,4578,"El Paso",133500
9.8,2009,3982,"El Paso",128100
9.7,2009,3940,"El Paso",126800
9.2,2009,3749,"El Paso",134500
9.1,2009,3704,"El Paso",135200
9,2009,3681,"El Paso",129600
8.7,2009,3610,"El Paso",130000
8.5,2009,3580,"El Paso",131000
8.1,2009,3549,"El Paso",131900
7.5,2009,3375,"El Paso",135000
7.5,2010,3310,"El Paso",130700
7.4,2010,3321,"El Paso",126300
7.3,2010,3320,"El Paso",126900
6.8,2010,3162,"El Paso",132200
6.8,2010,3371,"El Paso",132600
6.8,2010,3348,"El Paso",139800
6.9,2010,3381,"El Paso",137300
6.9,2010,3357,"El Paso",137000
7,2010,3322,"El Paso",134400
7,2010,3236,"El Paso",134100
6.7,2010,3076,"El Paso",134100
6.6,2011,3084,"El Paso",127900
6.5,2011,3023,"El Paso",134500
6.6,2011,2981,"El Paso",131800
7.1,2011,3149,"El Paso",133300
7.4,2011,3188,"El Paso",130000
8,2011,3266,"El Paso",134200
7.7,2011,3208,"El Paso",133900
7.4,2011,3122,"El Paso",140300
7.8,2011,3288,"El Paso",131200
7.5,2011,3149,"El Paso",136900
7.2,2011,3047,"El Paso",137500
6.9,2011,2881,"El Paso",135700
7.2,2012,2991,"El Paso",130600
7.2,2012,3017,"El Paso",136000
7.7,2012,3235,"El Paso",127700
7.6,2012,3227,"El Paso",136000
7.4,2012,3169,"El Paso",136100
7.5,2012,3242,"El Paso",136400
7.8,2012,3411,"El Paso",140700
7.7,2012,3351,"El Paso",145100
7.6,2012,3362,"El Paso",138100
7,2012,3168,"El Paso",140100
7.1,2012,3223,"El Paso",143300
6.8,2012,3157,"El Paso",148300
7.3,2013,3463,"El Paso",135300
7.3,2013,3425,"El Paso",139000
7.4,2013,3524,"El Paso",141600
7.2,2013,3461,"El Paso",137000
7.7,2013,3699,"El Paso",136500
7.6,2013,3656,"El Paso",142900
7.8,2013,3851,"El Paso",146800
7.7,2013,3797,"El Paso",144800
7.9,2013,3904,"El Paso",138600
7.9,2013,3884,"El Paso",143900
7.9,2013,3804,"El Paso",140000
7.6,2013,3690,"El Paso",146100
8.1,2014,3883,"El Paso",135200
8.2,2014,3973,"El Paso",136300
8.3,2014,4059,"El Paso",137300
8.3,2014,4095,"El Paso",134400
8.3,2014,4100,"El Paso",143000
7.8,2014,3945,"El Paso",146300
8.3,2014,4210,"El Paso",147500
8.3,2014,4199,"El Paso",138300
8.2,2014,4159,"El Paso",137600
8.2,2014,4157,"El Paso",147600
7.7,2014,3950,"El Paso",138900
7.4,2014,3830,"El Paso",143900
7.7,2015,3995,"El Paso",135200
7.9,2015,4070,"El Paso",139000
7.4,2015,3857,"El Paso",141200
7.6,2015,4050,"El Paso",134500
7.4,2015,3956,"El Paso",145100
7.6,2015,4105,"El Paso",147700
7.6,2015,4145,"El Paso",148600
3.8,2000,2181,"Fort Bend",129000
3.9,2000,2262,"Fort Bend",123100
3.9,2000,2307,"Fort Bend",125100
4.1,2000,2404,"Fort Bend",132900
4.2,2000,2510,"Fort Bend",129800
4.4,2000,2614,"Fort Bend",140500
4.5,2000,2689,"Fort Bend",136700
4.6,2000,2744,"Fort Bend",138400
4.7,2000,2808,"Fort Bend",139900
4.7,2000,2824,"Fort Bend",130900
4.5,2000,2704,"Fort Bend",133200
4.3,2000,2603,"Fort Bend",140200
4.4,2001,2675,"Fort Bend",134600
4.6,2001,2803,"Fort Bend",137300
4.8,2001,2913,"Fort Bend",138800
4.9,2001,3039,"Fort Bend",148000
4.9,2001,3026,"Fort Bend",140400
4.9,2001,3023,"Fort Bend",151000
4.7,2001,2936,"Fort Bend",146300
4.6,2001,2934,"Fort Bend",151200
4.5,2001,2829,"Fort Bend",139100
4.1,2001,2584,"Fort Bend",142600
3.7,2001,2412,"Fort Bend",143000
3.9,2002,2529,"Fort Bend",146200
3.9,2002,2598,"Fort Bend",143200
4.1,2002,2702,"Fort Bend",149600
4.1,2002,2714,"Fort Bend",147000
4.2,2002,2837,"Fort Bend",153200
4.3,2002,2873,"Fort Bend",154700
4.5,2002,2980,"Fort Bend",149800
4.5,2002,2987,"Fort Bend",157600
4.6,2002,3051,"Fort Bend",155300
4.5,2002,3046,"Fort Bend",151000
4.5,2002,2997,"Fort Bend",151600
4.4,2002,2921,"Fort Bend",152500
4.6,2003,3064,"Fort Bend",149500
4.7,2003,3149,"Fort Bend",149100
5,2003,3332,"Fort Bend",148900
5.2,2003,3400,"Fort Bend",158500
5.5,2003,3566,"Fort Bend",153100
5.8,2003,3834,"Fort Bend",156500
5.9,2003,3886,"Fort Bend",163500
5.7,2003,3813,"Fort Bend",159000
5.7,2003,3852,"Fort Bend",156000
5.6,2003,3819,"Fort Bend",149200
5.4,2003,3697,"Fort Bend",149000
4.8,2003,3323,"Fort Bend",155400
5.1,2004,3508,"Fort Bend",143800
5.3,2004,3714,"Fort Bend",145100
5.6,2004,3991,"Fort Bend",150300
5.7,2004,4157,"Fort Bend",151500
5.9,2004,4317,"Fort Bend",159100
5.9,2004,4368,"Fort Bend",159800
5.9,2004,4330,"Fort Bend",159800
5.6,2004,4217,"Fort Bend",159800
5.7,2004,4232,"Fort Bend",155700
5.5,2004,4180,"Fort Bend",152900
5.2,2004,3959,"Fort Bend",152900
4.8,2004,3665,"Fort Bend",155100
5,2005,3862,"Fort Bend",154200
5.2,2005,4016,"Fort Bend",151200
5.4,2005,4174,"Fort Bend",153700
5.7,2005,4396,"Fort Bend",161300
5.6,2005,4423,"Fort Bend",163400
5.5,2005,4458,"Fort Bend",167600
5.3,2005,4348,"Fort Bend",166700
5.1,2005,4193,"Fort Bend",163500
4.9,2005,4023,"Fort Bend",165100
4.6,2005,3833,"Fort Bend",162100
4.3,2005,3596,"Fort Bend",158300
4,2005,3370,"Fort Bend",173600
4.1,2006,3485,"Fort Bend",163700
4.1,2006,3509,"Fort Bend",163800
4.2,2006,3676,"Fort Bend",168500
4.3,2006,3765,"Fort Bend",163200
4.3,2006,3744,"Fort Bend",172200
4.4,2006,3938,"Fort Bend",176000
4.5,2006,3996,"Fort Bend",182000
4.6,2006,4077,"Fort Bend",172300
4.5,2006,4074,"Fort Bend",170800
4.5,2006,4108,"Fort Bend",166200
4.4,2006,4009,"Fort Bend",170700
4,2006,3682,"Fort Bend",170800
4.1,2007,3798,"Fort Bend",165800
4.2,2007,3879,"Fort Bend",164300
4.5,2007,4211,"Fort Bend",167400
4.7,2007,4419,"Fort Bend",175900
4.9,2007,4555,"Fort Bend",181600
5,2007,4717,"Fort Bend",187300
5.1,2007,4749,"Fort Bend",185100
5,2007,4742,"Fort Bend",186600
5.1,2007,4739,"Fort Bend",175300
5,2007,4621,"Fort Bend",165100
4.9,2007,4446,"Fort Bend",177300
4.8,2007,4295,"Fort Bend",179700
5,2008,4453,"Fort Bend",171200
5.1,2008,4535,"Fort Bend",172900
5.4,2008,4701,"Fort Bend",180400
5.5,2008,4778,"Fort Bend",176700
5.6,2008,4792,"Fort Bend",183600
5.7,2008,4788,"Fort Bend",187200
5.7,2008,4779,"Fort Bend",191000
5.5,2008,4571,"Fort Bend",191900
5.4,2008,4451,"Fort Bend",184400
5.4,2008,4354,"Fort Bend",178600
5.2,2008,4091,"Fort Bend",175800
4.7,2008,3715,"Fort Bend",189100
4.7,2009,3676,"Fort Bend",159500
4.8,2009,3720,"Fort Bend",175100
4.9,2009,3725,"Fort Bend",177700
4.7,2009,3502,"Fort Bend",181800
4.7,2009,3454,"Fort Bend",195000
4.8,2009,3481,"Fort Bend",198400
4.9,2009,3581,"Fort Bend",204900
4.8,2009,3467,"Fort Bend",201200
4.7,2009,3426,"Fort Bend",189500
4.6,2009,3418,"Fort Bend",178600
4.5,2009,3449,"Fort Bend",190500
4.3,2009,3278,"Fort Bend",199300
4.6,2010,3489,"Fort Bend",183900
4.8,2010,3636,"Fort Bend",186300
5.1,2010,3918,"Fort Bend",197100
5,2010,3874,"Fort Bend",190700
5.5,2010,4292,"Fort Bend",191400
6,2010,4686,"Fort Bend",212200
6.3,2010,4827,"Fort Bend",205400
6.4,2010,4799,"Fort Bend",204700
6.2,2010,4653,"Fort Bend",196300
6.3,2010,4553,"Fort Bend",199600
6.2,2010,4424,"Fort Bend",205900
6,2010,4251,"Fort Bend",200900
6,2011,4243,"Fort Bend",183400
5.9,2011,4242,"Fort Bend",185700
6.3,2011,4487,"Fort Bend",204700
6.5,2011,4564,"Fort Bend",184700
6.6,2011,4553,"Fort Bend",196200
6.6,2011,4641,"Fort Bend",216700
6.5,2011,4578,"Fort Bend",205300
6,2011,4342,"Fort Bend",199700
5.8,2011,4240,"Fort Bend",198000
5.4,2011,4018,"Fort Bend",194300
5,2011,3801,"Fort Bend",201100
4.7,2011,3563,"Fort Bend",200900
4.8,2012,3644,"Fort Bend",180000
4.7,2012,3634,"Fort Bend",192800
4.8,2012,3728,"Fort Bend",202800
4.9,2012,3855,"Fort Bend",209600
4.7,2012,3798,"Fort Bend",204400
4.6,2012,3739,"Fort Bend",208200
4.3,2012,3617,"Fort Bend",219600
3.9,2012,3423,"Fort Bend",201800
3.6,2012,3182,"Fort Bend",202000
3.3,2012,2980,"Fort Bend",208900
3.1,2012,2785,"Fort Bend",209800
2.8,2012,2543,"Fort Bend",212900
2.7,2013,2552,"Fort Bend",196700
2.8,2013,2591,"Fort Bend",199800
2.5,2013,2424,"Fort Bend",217800
2.4,2013,2328,"Fort Bend",233000
2.3,2013,2349,"Fort Bend",248500
2.4,2013,2479,"Fort Bend",245500
2.4,2013,2528,"Fort Bend",244000
2.3,2013,2451,"Fort Bend",239400
2.3,2013,2442,"Fort Bend",234000
2.2,2013,2356,"Fort Bend",230800
2,2013,2181,"Fort Bend",236300
1.8,2013,1988,"Fort Bend",251500
1.9,2014,2062,"Fort Bend",229500
1.9,2014,2074,"Fort Bend",240500
2,2014,2208,"Fort Bend",257100
2.1,2014,2248,"Fort Bend",261100
2.4,2014,2494,"Fort Bend",256600
2.5,2014,2648,"Fort Bend",282300
2.5,2014,2600,"Fort Bend",267600
2.4,2014,2555,"Fort Bend",273500
2.3,2014,2460,"Fort Bend",254100
2.2,2014,2343,"Fort Bend",258400
2.1,2014,2226,"Fort Bend",263300
2,2014,2190,"Fort Bend",277300
2.3,2015,2414,"Fort Bend",260300
2.4,2015,2538,"Fort Bend",255300
2.4,2015,2565,"Fort Bend",276100
2.6,2015,2742,"Fort Bend",270800
2.8,2015,2975,"Fort Bend",279700
3,2015,3166,"Fort Bend",284200
3.1,2015,3328,"Fort Bend",280400
4.2,2000,2170,"Fort Worth",79200
4.3,2000,2251,"Fort Worth",75000
4.3,2000,2247,"Fort Worth",79300
4.3,2000,2226,"Fort Worth",82900
4.2,2000,2193,"Fort Worth",81700
4.2,2000,2212,"Fort Worth",85900
4.5,2000,2362,"Fort Worth",85100
4.5,2000,2391,"Fort Worth",87600
4.8,2000,2519,"Fort Worth",89000
4.8,2000,2573,"Fort Worth",85300
4.6,2000,2468,"Fort Worth",88300
4.2,2000,2248,"Fort Worth",85500
4.5,2001,2424,"Fort Worth",78100
4.4,2001,2360,"Fort Worth",88900
4.7,2001,2511,"Fort Worth",86000
4.8,2001,2630,"Fort Worth",87300
4.9,2001,2700,"Fort Worth",92600
5.1,2001,2807,"Fort Worth",96700
5.2,2001,2871,"Fort Worth",93200
5,2001,2826,"Fort Worth",92000
5,2001,2782,"Fort Worth",89600
4.9,2001,2769,"Fort Worth",85900
4.7,2001,2658,"Fort Worth",102100
4.4,2001,2479,"Fort Worth",97700
4.7,2002,2643,"Fort Worth",89400
4.8,2002,2749,"Fort Worth",89500
5,2002,2829,"Fort Worth",95800
5.1,2002,2929,"Fort Worth",95100
5.2,2002,3008,"Fort Worth",96800
5.3,2002,3076,"Fort Worth",97600
5.3,2002,3141,"Fort Worth",96800
5.5,2002,3241,"Fort Worth",97200
5.5,2002,3286,"Fort Worth",92500
5.4,2002,3251,"Fort Worth",95000
5.2,2002,3132,"Fort Worth",92900
4.8,2002,2926,"Fort Worth",99700
5.2,2003,3170,"Fort Worth",93200
5.2,2003,3159,"Fort Worth",98800
5.5,2003,3387,"Fort Worth",95000
5.7,2003,3518,"Fort Worth",94300
6.1,2003,3757,"Fort Worth",96800
6.5,2003,4021,"Fort Worth",102300
6.7,2003,4136,"Fort Worth",103700
6.8,2003,4241,"Fort Worth",102300
6.9,2003,4406,"Fort Worth",98300
6.7,2003,4313,"Fort Worth",92600
6.6,2003,4221,"Fort Worth",102900
6.1,2003,3918,"Fort Worth",102800
6.3,2004,4068,"Fort Worth",90800
6.3,2004,4150,"Fort Worth",95900
6.4,2004,4235,"Fort Worth",97100
6.3,2004,4275,"Fort Worth",99100
6.5,2004,4445,"Fort Worth",103500
6.4,2004,4479,"Fort Worth",109100
6.5,2004,4651,"Fort Worth",107100
6.5,2004,4635,"Fort Worth",103400
6.4,2004,4589,"Fort Worth",101100
6.4,2004,4597,"Fort Worth",102900
6.1,2004,4457,"Fort Worth",102000
5.8,2004,4327,"Fort Worth",104100
6.4,2005,4785,"Fort Worth",100600
6.6,2005,4915,"Fort Worth",100900
6.8,2005,5173,"Fort Worth",109500
6.8,2005,5249,"Fort Worth",109900
6.6,2005,5137,"Fort Worth",113000
6.5,2005,5207,"Fort Worth",114000
6.6,2005,5355,"Fort Worth",115400
6.2,2005,5256,"Fort Worth",117700
6.2,2005,5322,"Fort Worth",117000
6.1,2005,5273,"Fort Worth",116900
5.8,2005,5053,"Fort Worth",120200
5.9,2006,5230,"Fort Worth",113800
6.1,2006,5418,"Fort Worth",114700
6,2006,5523,"Fort Worth",116600
6.2,2006,5704,"Fort Worth",115500
6.3,2006,5878,"Fort Worth",118500
6.5,2006,6156,"Fort Worth",121900
6.6,2006,6281,"Fort Worth",117100
6.5,2006,6273,"Fort Worth",119200
6.5,2006,6336,"Fort Worth",115800
6.3,2006,6202,"Fort Worth",118000
6.2,2006,6139,"Fort Worth",119500
5.9,2006,5845,"Fort Worth",117900
5.8,2007,5837,"Fort Worth",109700
5.9,2007,6003,"Fort Worth",114000
6.3,2007,6372,"Fort Worth",114500
6.4,2007,6433,"Fort Worth",117800
6.4,2007,6454,"Fort Worth",123500
6.5,2007,6465,"Fort Worth",119200
6.5,2007,6499,"Fort Worth",124100
6.3,2007,6355,"Fort Worth",122200
6.4,2007,6339,"Fort Worth",119500
6.2,2007,6142,"Fort Worth",116800
6.1,2007,5930,"Fort Worth",118600
5.7,2007,5509,"Fort Worth",119600
5.8,2008,5555,"Fort Worth",113300
5.9,2008,5554,"Fort Worth",115700
6.1,2008,5602,"Fort Worth",116300
6.1,2008,5594,"Fort Worth",114700
6,2008,5478,"Fort Worth",123600
6,2008,5418,"Fort Worth",120700
6.2,2008,5467,"Fort Worth",120000
6.1,2008,5252,"Fort Worth",120800
5.9,2008,5120,"Fort Worth",116900
5.8,2008,4934,"Fort Worth",111800
5.9,2008,4847,"Fort Worth",112300
5.5,2008,4482,"Fort Worth",110200
5.9,2009,4705,"Fort Worth",103900
6.2,2009,4803,"Fort Worth",109400
6.4,2009,4872,"Fort Worth",109200
6.5,2009,4843,"Fort Worth",112200
6.6,2009,4849,"Fort Worth",112600
6.4,2009,4563,"Fort Worth",119000
6.5,2009,4607,"Fort Worth",118500
6.7,2009,4686,"Fort Worth",117800
6.7,2009,4589,"Fort Worth",112200
6.5,2009,4488,"Fort Worth",113100
6.3,2009,4472,"Fort Worth",115100
6.2,2009,4386,"Fort Worth",111900
6.4,2010,4551,"Fort Worth",103300
6.4,2010,4613,"Fort Worth",110100
6.5,2010,4720,"Fort Worth",116800
6.3,2010,4734,"Fort Worth",116000
6.6,2010,5019,"Fort Worth",119700
6.9,2010,5246,"Fort Worth",114800
7.3,2010,5413,"Fort Worth",114900
7.3,2010,5330,"Fort Worth",121400
7.2,2010,5247,"Fort Worth",110100
7.2,2010,5040,"Fort Worth",114500
7.1,2010,4859,"Fort Worth",107500
6.8,2010,4639,"Fort Worth",119300
6.7,2011,4611,"Fort Worth",105900
6.9,2011,4642,"Fort Worth",107600
7.1,2011,4709,"Fort Worth",104400
7.3,2011,4743,"Fort Worth",103000
7.2,2011,4657,"Fort Worth",113400
7.1,2011,4586,"Fort Worth",112800
6.8,2011,4471,"Fort Worth",110000
6.5,2011,4329,"Fort Worth",123200
6.2,2011,4131,"Fort Worth",112900
6,2011,4009,"Fort Worth",108100
5.7,2011,3844,"Fort Worth",107800
5.2,2011,3490,"Fort Worth",111700
5.1,2012,3484,"Fort Worth",106300
5.1,2012,3530,"Fort Worth",112700
5.1,2012,3576,"Fort Worth",119100
5.2,2012,3621,"Fort Worth",116300
5.1,2012,3614,"Fort Worth",121900
5.2,2012,3677,"Fort Worth",120700
5.2,2012,3712,"Fort Worth",124600
4.9,2012,3571,"Fort Worth",118700
4.8,2012,3532,"Fort Worth",123300
4.6,2012,3448,"Fort Worth",118900
4.4,2012,3298,"Fort Worth",120300
3.9,2012,2988,"Fort Worth",119800
4,2013,3029,"Fort Worth",113900
3.8,2013,2917,"Fort Worth",125200
3.7,2013,2922,"Fort Worth",128700
3.6,2013,2937,"Fort Worth",127200
3.5,2013,2894,"Fort Worth",132200
3.6,2013,2988,"Fort Worth",135200
3.7,2013,3166,"Fort Worth",137500
3.7,2013,3217,"Fort Worth",137000
3.6,2013,3167,"Fort Worth",133300
3.5,2013,3093,"Fort Worth",134300
3.2,2013,2900,"Fort Worth",135400
2.9,2013,2670,"Fort Worth",136300
2.8,2014,2558,"Fort Worth",124100
2.8,2014,2544,"Fort Worth",131300
2.7,2014,2446,"Fort Worth",135400
2.8,2014,2572,"Fort Worth",140200
2.9,2014,2649,"Fort Worth",141800
2.9,2014,2752,"Fort Worth",153700
2.9,2014,2779,"Fort Worth",145700
2.9,2014,2741,"Fort Worth",148600
2.8,2014,2690,"Fort Worth",141600
2.6,2014,2560,"Fort Worth",142800
2.3,2014,2255,"Fort Worth",146500
2.1,2014,2096,"Fort Worth",151600
2.1,2015,2089,"Fort Worth",143300
2.1,2015,2013,"Fort Worth",154800
2,2015,1957,"Fort Worth",149500
2,2015,1988,"Fort Worth",154300
2.1,2015,2109,"Fort Worth",159800
2.2,2015,2221,"Fort Worth",159300
2.4,2015,2460,"Fort Worth",161700
9.1,2000,636,"Galveston",95000
7.3,2000,510,"Galveston",1e+05
7.1,2000,493,"Galveston",98300
7.3,2000,524,"Galveston",111100
7.2,2000,529,"Galveston",89200
7.3,2000,528,"Galveston",108600
7.1,2000,505,"Galveston",99000
6.7,2000,477,"Galveston",96200
6.6,2000,474,"Galveston",104000
6.4,2000,463,"Galveston",118800
6.5,2000,471,"Galveston",102000
6.3,2000,455,"Galveston",93000
6.3,2001,448,"Galveston",113300
6.4,2001,464,"Galveston",127100
6.9,2001,491,"Galveston",132000
7.9,2003,598,"Galveston",95000
8.2,2003,600,"Galveston",120000
10,2003,708,"Galveston",130000
9.9,2003,700,"Galveston",110000
10.2,2003,692,"Galveston",143600
10,2003,708,"Galveston",131800
9.9,2003,721,"Galveston",125000
9.1,2003,664,"Galveston",124000
8.4,2003,631,"Galveston",120000
7.8,2004,595,"Galveston",124300
10.1,2004,776,"Galveston",135000
8.7,2004,695,"Galveston",137500
9.4,2004,788,"Galveston",124500
8.1,2004,700,"Galveston",143000
8.3,2004,716,"Galveston",140000
8,2004,710,"Galveston",124000
7.6,2004,698,"Galveston",139200
7.2,2004,677,"Galveston",147100
7.2,2004,668,"Galveston",120000
7.4,2005,697,"Galveston",165000
8.3,2005,795,"Galveston",144000
6.5,2005,627,"Galveston",106700
6.3,2005,632,"Galveston",162400
7.2,2005,745,"Galveston",157900
7,2005,748,"Galveston",172900
6.4,2005,700,"Galveston",172200
7.5,2006,808,"Galveston",172500
7.3,2006,789,"Galveston",182000
10.5,2006,1145,"Galveston",183800
11.3,2006,1200,"Galveston",166900
12.3,2006,1309,"Galveston",177500
9.7,2006,1002,"Galveston",171300
13.5,2006,1361,"Galveston",163800
13.3,2006,1300,"Galveston",176700
12.2,2006,1192,"Galveston",171000
16.1,2006,1595,"Galveston",180000
